"Index","en-US","cs-CZ","da-DK","de-DE","en-GB","es-ES","es-MX","et-EE","fi-FI","fr-CA","fr-FR","hr-HR","hu-HU","it-IT","lt-LT","lv-LV","nb-NO","nl-NL","pl-PL","pt-BR","pt-PT","ro-RO","sk-SK","sl-SI","sr-Latn-RS","sv-SE","tr-TR"
"9318","Cache API Hit Ratio Base","Základ poměru úspěšných přístupů do mezipaměti API","Forekomstforhold for cache-API (basis)","API-Cache-Trefferrate (Basis)","Cache API Hit Ratio Base","Proporción de base de aciertos de la API de caché","Proporción de base de aciertos de la API de caché","Cache API Hit Ratio Base","API-välimuistihakujen onnistumissuhde","Base du taux d'accès API au cache","Base du taux d'accès API au cache","Cache API Hit Ratio Base","API-gyorsítótár találati arányának alapja","Valore base frequenza di accesso API alla cache","Cache API Hit Ratio Base","Cache API Hit Ratio Base","Treffprosentgrunnlag i API-buffer","Percentage van treffers in API-cache (basis)","Podstawa współczynnika odwołań interfejsu API do pamięci podręcznej","Base da Taxa de Acertos da API do Cache","Base de Taxa de Acessos na API da Cache","Cache API Hit Ratio Base","Cache API Hit Ratio Base","Cache API Hit Ratio Base","Cache API Hit Ratio Base","Träffrekvens i cache-API (bas)","Önbellek API İsabet Oranı Tabanı"
"932","Total Number of Renewals/sec","Celkový počet obnovení/s","Antal fornyelser i alt pr. sekund","Erneuerungen insgesamt/s","Total Number of Renewals/sec","Número total de renovaciones/s","Número total de renovaciones/s","Total Number of Renewals/sec","Uusintoja yhteensä/s","Nombre total de rafraîchissements/s","Nombre total de rafraîchissements/s","Total Number of Renewals/sec","Névmegújítási kérelmek (kérelem/s)","Numero totale di aggiornamenti/sec","Total Number of Renewals/sec","Total Number of Renewals/sec","Totalt antall fornyelser/sek","Totaal aantal vernieuwingen per seconde","Całkowita liczba odnowień/s","Número total de renovações/s","Número total de renovações/seg","Total Number of Renewals/sec","Total Number of Renewals/sec","Total Number of Renewals/sec","Total Number of Renewals/sec","Totalt antal uppdateringar/s","Toplam Yenileme Sayısı/sn"
"9320","Output Cache Entries","Položky výstupní mezipaměti","Poster i outputcachen","Ausgabecacheeinträge","Output Cache Entries","Entradas de la caché de resultados","Entradas de la caché de resultados","Output Cache Entries","Tulosten välimuistin merkinnät","Entrées dans le cache de sortie","Entrées dans le cache de sortie","Output Cache Entries","Kimeneti gyorsítótárbeli bejegyzések száma","Oggetti cache di output","Output Cache Entries","Output Cache Entries","Oppføringer i utdatabuffer","Items in de uitvoercache","Wpisy w wyjściowej pamięci podręcznej","Entradas no Cache de Saída","Entradas na Cache de Saída","Output Cache Entries","Output Cache Entries","Output Cache Entries","Output Cache Entries","Poster i utdatacache","Çıktı Önbelleği Girdisi Sayısı"
"9322","Output Cache Turnover Rate","Frekvence přístupů do výstupní mezipaměti","Udskiftningshastighed i outputcachen","Turnoverrate für den Ausgabecache","Output Cache Turnover Rate","Índice de movimiento de caché de resultados","Índice de movimiento de caché de resultados","Output Cache Turnover Rate","Tulosten välimuistiin tehtyjen toimien nopeus","Taux de rendement du cache de sortie","Taux de rendement du cache de sortie","Output Cache Turnover Rate","Kimeneti gyorsítótár forgalmi sebessége","Tasso di ricambio della cache di output","Output Cache Turnover Rate","Output Cache Turnover Rate","Gjennomstrømming i utdatabuffer","Verwerkingsfrequentie van de uitvoercache","Współczynnik operacji w wyjściowej pamięci podręcznej","Taxa de Renovação do Cache de Saída","Taxa de Renovação da Cache de Saída","Output Cache Turnover Rate","Output Cache Turnover Rate","Output Cache Turnover Rate","Output Cache Turnover Rate","Omsättningsfrekvens i utdatacache","Çıktı Önbelleği Devir Hızı"
"9324","Output Cache Hits","Úspěšné přístupy do výstupní mezipaměti","Forekomster i outputcachen","Ausgabecachetreffer","Output Cache Hits","Aciertos de la caché de resultados","Aciertos de la caché de resultados","Output Cache Hits","Onnistuneet tulosten välimuistin haut","Accès au cache de sortie","Accès au cache de sortie","Output Cache Hits","Kimeneti gyorsítótárbeli találatok száma","Richieste soddisfatte dalla cache di output","Output Cache Hits","Output Cache Hits","Treff i utdatabuffer","Treffers in uitvoercache","Odwołania do wyjściowej pamięci podręcznej","Acertos do Cache de Saída","Acessos na Cache de Saída","Output Cache Hits","Output Cache Hits","Output Cache Hits","Output Cache Hits","Träffar i utdatacache","Çıktı Önbelleği İsabet Sayısı"
"9326","Output Cache Misses","Neúspěšné přístupy do výstupní mezipaměti","Resultatløse søgninger i outputcachen","Fehlgeschlagene Ausgabecache-Zugriffe","Output Cache Misses","Líneas no ejecutadas de caché de resultados","Líneas no ejecutadas de caché de resultados","Output Cache Misses","Epäonnistuneet tulosten välimuistin haut","Accès au cache de sortie sans résultat","Accès au cache de sortie sans résultat","Output Cache Misses","Kimeneti gyorsítótárbeli sikertelen keresések száma","Richieste non soddisfatte dalla cache di output","Output Cache Misses","Output Cache Misses","Bom i utdatabuffer","Missers in uitvoercache","Chybienia w wyjściowej pamięci podręcznej","Falhas do Cache de Saída","Pedidos Sem êxito na Cache de Saída","Output Cache Misses","Output Cache Misses","Output Cache Misses","Output Cache Misses","Missar i utdatacache","Çıktı Önbelleği Başarısızlık Sayısı"
"9328","Output Cache Hit Ratio","Poměr úspěšných přístupů do výstupní mezipaměti","Forekomstforhold for outputcachen","Ausgabecache-Trefferrate","Output Cache Hit Ratio","Proporción de aciertos de la caché de resultados","Proporción de aciertos de la caché de resultados","Output Cache Hit Ratio","Tulosten välimuistin hakujen onnistumissuhde","Taux d'accès au cache de sortie","Taux d'accès au cache de sortie","Output Cache Hit Ratio","Kimeneti gyorsítótár találati aránya","Percentuale richieste soddisfatte dalla cache di output","Output Cache Hit Ratio","Output Cache Hit Ratio","Treffprosent i utdatabuffer","Percentage van treffers in uitvoercache","Współczynnik odwołań do wyjściowej pamięci podręcznej","Taxa de Acertos do Cache de Saída","Taxa de Acessos na Cache de Saída","Output Cache Hit Ratio","Output Cache Hit Ratio","Output Cache Hit Ratio","Output Cache Hit Ratio","Träffrekvens i utdatacache","Çıktı Önbelleği İsabet Oranı"
"9330","Output Cache Hit Ratio Base","Základ poměru úspěšných přístupů do výstupní mezipaměti","Forekomstforhold for outputcachen (basis)","Ausgabecache-Trefferrate","Output Cache Hit Ratio Base","Proporción de base de aciertos de la caché de resultados","Proporción de base de aciertos de la caché de resultados","Output Cache Hit Ratio Base","Tulosten välimuistin hakujen onnistumissuhde","Base du taux d'accès au cache de sortie","Base du taux d'accès au cache de sortie","Output Cache Hit Ratio Base","Kimeneti gyorsítótár találati arányának alapja","Valore base frequenza di accesso alla cache di output","Output Cache Hit Ratio Base","Output Cache Hit Ratio Base","Treffprosentgrunnlag i utdatabuffer","Percentage van treffers in uitvoercache (basis)","Podstawa współczynnika odwołań do wyjściowej pamięci podręcznej","Base da Taxa de Acertos do Cache de Saída","Base de Taxa de Acessos na Cache de Saída","Output Cache Hit Ratio Base","Output Cache Hit Ratio Base","Output Cache Hit Ratio Base","Output Cache Hit Ratio Base","Träffrekvens i utdatacache (bas)","Çıktı Önbelleği İsabet Oranı Tabanı"
"9332","Compilations Total","Kompilace celkem","Samlet antal kompileringer","Kompilierungen insgesamt","Compilations Total","Total de compilaciones","Total de compilaciones","Compilations Total","Käännöksiä yhteensä","Total de compilations","Total de compilations","Compilations Total","Fordítások száma összesen","Totale compilazioni","Compilations Total","Compilations Total","Antall kompileringer","Totaal aantal compilaties","Suma kompilacji","Nº Total de Compilações","Total de Compilações","Compilations Total","Compilations Total","Compilations Total","Compilations Total","Totalt antal kompileringar","Toplam Derleme Sayısı"
"9334","Debugging Requests","Požadavky na ladění","Anmodninger om fejlfinding","Debug-Anforderungen","Debugging Requests","Solicitudes de depuración","Solicitudes de depuración","Debugging Requests","Virheenkorjauspyynnöt","Demandes de débogage","Demandes de débogage","Debugging Requests","Hibakeresési kérelmek száma","Richieste di debug","Debugging Requests","Debugging Requests","Feilsøkingsforespørsler","Aanvragen voor foutopsporing","Żądania debugowania","Depurando Solicitações","Pedidos de Depuração","Debugging Requests","Debugging Requests","Debugging Requests","Debugging Requests","Felsökningsbegäranden","Hata Ayıklama İsteği Sayısı"
"9336","Errors During Preprocessing","Chyby při předběžném zpracování","Fejl under forbehandling","Fehler bei der Vorverarbeitung","Errors During Preprocessing","Errores durante el preprocesamiento","Errores durante el preprocesamiento","Errors During Preprocessing","Virheet esikäsittelyn aikana","Erreurs lors du prétraitement","Erreurs lors du prétraitement","Errors During Preprocessing","Előfeldolgozási hibák száma","Errori di pre-elaborazione","Errors During Preprocessing","Errors During Preprocessing","Feil under forhåndsbehandling","Fouten bij voorbewerken","Błędy w czasie wstępnego przetwarzania","Erros durante o Pré-processamento","Erros Durante o Pré-processamento","Errors During Preprocessing","Errors During Preprocessing","Errors During Preprocessing","Errors During Preprocessing","Fel under förbehandling","Önişleme Hatası Sayısı"
"9338","Errors During Compilation","Chyby při kompilaci","Fejl under kompilering","Fehler bei der Kompilierung","Errors During Compilation","Errores producidos durante la compilación","Errores producidos durante la compilación","Errors During Compilation","Virheet kääntämisen aikana","Erreurs lors de la compilation","Erreurs lors de la compilation","Errors During Compilation","Fordítási hibák száma","Errori di compilazione","Errors During Compilation","Errors During Compilation","Feil under kompilering","Fouten bij compilatie","Błędy w czasie kompilacji","Erros durante a Compilação","Erros Durante a Compilação","Errors During Compilation","Errors During Compilation","Errors During Compilation","Errors During Compilation","Fel under kompilering","Derleme Hatası Sayısı"
"934","Releases/sec","Uvolnění/s","Frigivelser i alt pr. sekund","Freigaben/s","Releases/sec","Liberaciones/s","Liberaciones/s","Releases/sec","Vapautuksia/s","Libérations/s","Libérations/s","Releases/sec","Névfelszabadítások (felszabadítás/s)","Rilasci/sec","Releases/sec","Releases/sec","Frigjøringer/sek","Totaal aantal vrijgegeven per seconde","Zwolnienia/s","Liberações/s","Libertações/seg","Releases/sec","Releases/sec","Releases/sec","Releases/sec","Antal frigörningar per sekund","Bırakma/sn"
"9340","Errors During Execution","Chyby při provádění","Fejl under kørsel","Fehler beim Ausführen","Errors During Execution","Errores producidos durante la ejecución","Errores producidos durante la ejecución","Errors During Execution","Virheet suorituksen aikana","Erreurs lors de l'exécution","Erreurs lors de l'exécution","Errors During Execution","Végrehajtási hibák száma","Errori di esecuzione.","Errors During Execution","Errors During Execution","Feil under kjøring","Fouten bij uitvoering","Błędy w czasie wykonywania","Erros durante a Execução","Erros Durante a Execução","Errors During Execution","Errors During Execution","Errors During Execution","Errors During Execution","Fel under körning","Çalıştırma Hatası Sayısı"
"9342","Errors Unhandled During Execution","Chyby neošetřené při provádění","Ikke-håndterede fejl under kørsel","Unbehandelte Fehler beim Ausführen","Errors Unhandled During Execution","Errores no controlados durante la ejecución","Errores no controlados durante la ejecución","Errors Unhandled During Execution","Suorituksen aikana käsittelemättömät virheet sekunnissa","Erreurs non gérées lors de l'exécution","Erreurs non gérées lors de l'exécution","Errors Unhandled During Execution","Kezeletlen futásidejű hibák száma","Errori non gestiti durante l'esecuzione","Errors Unhandled During Execution","Errors Unhandled During Execution","Feil som ikke ble behandlet under kjøring","Onafgehandelde fouten tijdens uitvoering","Błędy nieobsłużone w czasie wykonywania","Erros Não Tratados durante a Execução","Erros Não Processados Durante a Execução","Errors Unhandled During Execution","Errors Unhandled During Execution","Errors Unhandled During Execution","Errors Unhandled During Execution","Fel som inte hanterats under körning","Çalıştırma Sırasında İşlenmeyen Hata Sayısı"
"9344","Errors Unhandled During Execution/Sec","Chyby neošetřené při provádění za sekundu","Ikke-håndterede fejl under kørsel pr. sekund","Unbehandelte Fehler während der Ausführung pro Sekunde","Errors Unhandled During Execution/Sec","Errores no controlados durante la ejecución por segundo","Errores no controlados durante la ejecución por segundo","Errors Unhandled During Execution/Sec","Suorituksen aikana käsittelemättömät virheet sekunnissa","Erreurs non gérées lors de l'exécution/s","Erreurs non gérées lors de l'exécution/s","Errors Unhandled During Execution/Sec","Kezeletlen futásidejű hibák gyakorisága (hiba/mp)","Errori non gestiti durante l'esecuzione/sec","Errors Unhandled During Execution/Sec","Errors Unhandled During Execution/Sec","Feil som ikke ble behandlet under kjøring / sek","Onafgehandelde fouten tijdens uitvoering/sec.","Liczba błędów nieobsłużonych w czasie wykonywania na sekundę","Erros Não Tratados durante a Execução/s","Erros Não Processados Durante a Execução/Seg","Errors Unhandled During Execution/Sec","Errors Unhandled During Execution/Sec","Errors Unhandled During Execution/Sec","Errors Unhandled During Execution/Sec","Antal fel som inte hanterats under körning/sekund","Çalıştırma Sırasında İşlenmeyen Hata Sayısı/Sn"
